Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
11404,"Lucas, Frank",29393,118,2023,OK,3,0,1994,0,75,0,0,5,0,0,0,0,5625,0,1,1,0,1,0,0,0,0,0,15,228,34,200,"LUCAS, Frank D.",L000491,1960,,0,0,0,0,0,17,9,10,3,0,2,2,2,2,0,2.508031,0,0,0,0,0,17,9,10,3,0,2,2,2,2,0,2.366662,2.471748,0.957485,2,19,5,11,12,0,19,5,11,12,0,2.619785,0.957342,2,0.572957,1.002787,35
11405,"Luetkemeyer, Blaine",20926,118,2023,MO,3,0,2008,0,65,0,0,8,0,1,0,0,4225,0,0,1,0,1,0,0,0,0,0,8,228,92,200,"LUETKEMEYER, Blaine",L000569,1952,,0,0,0,0,0,34,4,5,1,0,1,1,1,1,0,1.392619,0,0,0,0,0,34,4,5,1,0,1,1,1,1,0,1.328531,1.485432,0.894373,2,35,2,5,6,0,35,2,5,6,0,1.494071,0.932097,2,1.653822,1.145061,100
11406,"Luna, Anna Paulina",22343,118,2023,FL,13,0,2022,1,53,1,-1,28,0,0,0,1,2809,0,0,0,0,1,0,0,0,0,1,1,228,196,200,"LUNA, Anna",L000596,1989,,2,1,1,1,1,21,1,1,0,0,0,0,0,0,0,0.459456,2,1,1,1,1,21,1,1,0,0,0,0,0,0,0,0.394149,1.189814,0.331270,1,23,1,2,2,1,23,1,2,2,1,1.217968,0.377232,1,,,203
11407,"Luttrell, Morgan",22344,118,2023,TX,8,0,2022,0,68,1,0,38,0,1,0,0,4624,0,0,0,0,1,0,0,0,0,1,1,228,64,200,"LUTTRELL, Morgan",L000603,1975,,0,0,0,0,0,20,8,6,3,1,0,0,0,0,0,1.872671,0,0,0,0,0,20,8,6,4,2,0,0,0,0,0,1.881611,1.455961,1.292350,2,20,4,8,6,2,20,3,8,6,1,1.477816,1.267188,2,,,63
11408,"Lynch, Stephen",20119,118,2023,MA,8,1,2001,0,70,0,0,9,0,0,0,0,4900,0,0,1,0,0,0,0,1,1,0,12,220,153,100,"LYNCH, Stephen F.",L000562,1955,,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0.238476,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0.234975,0.568210,0.413536,1,14,0,1,1,0,14,0,1,1,0,0.522559,0.456363,1,0.736910,0.626808,156
11409,"Mace, Nancy",22132,118,2023,SC,1,0,2020,1,56,0,0,7,0,0,0,0,3136,0,0,1,0,1,0,0,0,0,0,2,228,45,200,"MACE, Nancy",M000194,1977,,2,0,0,0,0,61,7,6,2,0,2,2,2,1,0,2.221285,2,0,0,0,0,61,7,6,2,0,2,2,2,1,0,2.133501,1.194025,1.786814,3,65,3,9,8,0,65,3,9,8,0,1.220290,1.820293,3,0.580849,0.636861,46
11410,"Magaziner, Seth",22345,118,2023,RI,2,1,2022,0,50,0,0,2,0,0,0,0,2500,0,0,0,0,0,0,0,1,1,1,1,220,135,100,"MAGAZINER, Seth",M001223,1983,,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0.281745,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0.278243,0.521898,0.533138,2,19,0,1,1,0,19,0,1,1,0,0.497015,0.566874,2,,,138
11411,"Malliotakis, Nicole",22133,118,2023,NY,11,0,2020,1,62,0,0,26,0,0,0,1,3844,1,0,1,0,1,0,0,0,0,0,2,228,107,200,"MALLIOTAKIS, Nicole",M000317,1980,,0,0,0,0,0,34,2,2,0,0,2,2,2,1,0,1.244760,0,0,0,0,0,34,2,2,0,0,2,2,2,1,0,1.197367,1.194025,1.002799,2,36,1,4,4,0,36,1,4,4,0,1.220290,1.020053,2,0.284699,0.619014,113
11412,"Maloy, Celeste",22376,118,2023,UT,2,0,2023,1,57,0,0,4,0,0,0,0,3249,0,0,0,0,1,0,0,0,0,1,1,228,37,200,"MALOY, Celeste",M001228,1981,,0,0,0,0,0,16,8,6,3,2,0,0,0,0,0,2.399460,0,0,0,0,0,16,8,6,3,2,0,0,0,0,0,1.754204,1.189814,1.474351,2,16,3,8,6,2,16,3,8,6,2,1.217968,1.970052,3,,,73
11413,"Mann, Tracey",22134,118,2023,KS,1,0,2020,0,68,1,0,4,0,1,0,0,4624,0,0,0,0,1,0,0,0,0,0,2,228,202,200,"MANN, Tracey",M000871,1976,,0,0,0,0,0,18,2,2,0,0,0,0,0,0,0,0.390416,0,0,0,0,0,18,2,2,0,0,0,0,0,0,0,0.383414,1.460171,0.262581,1,18,0,2,2,0,18,0,2,2,0,1.480138,0.263770,1,0.634890,0.588595,205
11414,"Manning, Kathy",22135,118,2023,NC,6,1,2020,1,54,0,0,14,0,0,0,0,2916,0,0,0,0,0,0,0,0,1,0,2,220,120,100,"MANNING, Kathy E.",M001135,1956,,0,0,0,0,0,8,1,1,1,0,1,0,0,0,0,0.309847,0,0,0,0,0,8,1,1,1,0,1,0,0,0,0,0.293153,0.526108,0.557210,2,9,1,1,1,0,9,1,1,1,0,0.499337,0.620517,2,0.778792,0.651610,133
11415,"Massie, Thomas",31102,118,2023,KY,4,0,2012,0,65,1,-1,6,0,1,0,0,4225,1,0,0,0,1,0,0,0,0,0,7,228,175,200,"MASSIE, Thomas",M001184,1971,,0,0,0,0,0,18,1,1,0,0,1,0,1,1,0,0.620731,0,0,0,0,0,18,1,1,0,0,1,0,1,1,0,0.583841,1.481222,0.394162,1,19,1,1,2,0,19,1,1,2,0,1.491749,0.416109,1,0.103698,0.103698,181
11416,"Mast, Brian",21735,118,2023,FL,21,0,2016,0,64,0,0,28,0,1,0,0,4096,0,0,0,0,1,0,0,0,0,0,4,228,80,200,"MAST, Brian Jeffery",M001199,1980,,3,0,1,1,1,24,5,5,2,0,1,1,1,1,0,1.620718,3,0,1,1,1,24,5,5,2,0,1,1,1,1,0,1.481631,1.468591,1.008879,2,28,4,6,7,1,28,4,6,7,1,1.484783,1.091552,2,0.263959,0.263959,90
11417,"Matsui, Doris",20538,118,2023,CA,7,1,2005,1,68,0,0,52,0,0,0,0,4624,0,0,0,0,0,0,0,1,1,0,10,220,28,100,"MATSUI, Doris",M001163,1944,,0,0,0,0,0,32,2,1,1,0,1,1,1,1,0,1.022300,0,0,0,0,0,32,2,2,2,1,1,1,1,1,0,1.389757,0.559790,2.482641,3,33,3,3,3,1,33,2,3,2,0,0.517914,1.973878,3,1.472653,1.632523,11
11418,"McBath, Lucy",21944,118,2023,GA,7,1,2018,1,61,0,0,14,0,0,1,0,3721,0,0,0,0,0,0,0,1,1,0,3,220,2,100,"McBATH, Lucy",M001208,1960,,0,0,0,0,0,12,1,1,1,1,1,1,1,1,1,2.475293,0,0,0,0,0,12,1,1,1,1,1,1,1,1,1,1.548206,0.530318,2.919391,3,13,2,2,2,2,13,2,2,2,2,0.501659,4.934213,3,1.500928,1.987330,7
11419,"McCarthy, Kevin",20703,118,2023,CA,20,0,2006,0,67,0,0,52,1,0,0,0,4489,0,0,1,1,1,1,0,0,0,0,9,228,211,200,"MCCARTHY, Kevin",M001165,1965,,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0.269265,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0.262262,1.223496,0.214355,1,4,0,2,2,0,4,0,2,2,0,1.236545,0.217756,1,0.028281,0.028281,213
11420,"McCaul, Michael",20530,118,2023,TX,10,0,2004,0,63,0,0,38,0,0,0,0,3969,0,1,0,0,1,0,0,0,0,0,10,228,25,200,"McCAUL, Michael T.",M001157,1962,,1,0,0,0,0,20,13,13,3,0,2,1,2,2,0,2.829553,1,0,0,0,0,20,13,14,4,2,2,1,2,2,0,3.364291,2.450697,1.372789,2,23,6,14,16,2,23,5,14,15,0,2.608174,1.084879,2,3.167755,2.661498,15
11421,"McClain, Lisa",22136,118,2023,MI,9,0,2020,1,64,1,0,13,0,0,0,0,4096,0,0,0,0,1,1,0,0,0,0,2,228,47,200,"MCCLAIN, Lisa C.",M001136,1966,,0,0,0,0,0,15,2,1,0,0,4,4,4,4,0,2.160986,0,0,0,0,0,15,2,1,0,0,4,4,4,4,0,2.023930,1.194025,1.695049,3,19,4,6,5,0,19,4,6,5,0,1.220290,1.770880,3,1.924000,0.991259,49
11422,"McClellan, Jennifer",22374,118,2023,VA,4,1,2022,1,74,-1,0,11,0,0,1,0,5476,0,0,1,0,0,0,0,1,1,1,1,220,124,100,"MCCLELLAN, Jennifer",M001227,1972,,1,1,1,1,1,17,0,0,0,0,0,0,0,0,0,0.305786,1,1,1,1,1,17,0,0,0,0,0,0,0,0,0,0.243980,0.521898,0.467486,1,18,1,1,1,1,18,1,1,1,1,0.497015,0.615245,2,,,150
11423,"McClintock, Tom",20903,118,2023,CA,5,0,2008,0,61,1,0,52,0,1,0,0,3721,0,0,1,1,1,0,0,0,0,0,8,228,54,200,"McCLINTOCK, Tom",M001177,1956,,1,1,1,1,1,16,8,6,0,0,2,2,2,2,0,2.045227,1,1,1,1,1,16,8,6,0,0,2,2,2,2,0,1.895636,1.485432,1.276151,2,19,3,11,9,1,19,3,11,9,1,1.494071,1.368895,2,0.096156,0.096156,62
11424,"McCollum, Betty",20122,118,2023,MN,4,1,2000,1,68,0,0,8,0,0,0,0,4624,1,0,1,0,0,0,0,1,1,0,12,220,205,100,"McCOLLUM, Betty",M001143,1954,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.060576,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.060576,0.568210,0.106608,1,7,0,0,0,0,7,0,0,0,0,0.522559,0.115921,1,1.165714,1.017656,205
11425,"McCormick, Richard",22346,118,2023,GA,6,0,2022,0,62,1,0,14,0,0,0,0,3844,0,0,0,0,1,0,0,1,0,1,1,228,166,200,"MCCORMICK, Rich",M001218,1968,,0,0,0,0,0,12,3,3,2,0,0,0,0,0,0,0.667790,0,0,0,0,0,12,3,3,2,0,0,0,0,0,0,0.630900,1.189814,0.530250,2,12,2,3,3,0,12,2,3,3,0,1.217968,0.548282,2,,,172
11426,"McGarvey, Morgan",22347,118,2023,KY,3,1,2022,0,62,-1,0,6,0,0,0,0,3844,0,0,1,0,0,0,0,1,1,1,1,220,48,100,"MCGARVEY, Morgan",M001220,1979,,1,0,0,0,0,24,3,3,2,0,0,0,0,0,0,0.773364,1,0,0,0,0,24,3,3,2,0,0,0,0,0,0,0.736474,0.521898,1.411147,2,25,2,3,3,0,25,2,3,3,0,0.497015,1.556019,3,,,58
11427,"McGovern, James",29729,118,2023,MA,2,1,1996,0,66,-1,0,9,0,0,0,0,4356,1,0,0,0,0,0,0,1,1,0,14,220,61,100,"McGOVERN, James P.",M000312,1959,,0,0,0,0,0,17,0,0,0,0,1,1,1,1,0,0.611040,0,0,0,0,0,17,0,0,0,0,1,1,1,1,0,0.577651,0.576631,1.001770,2,18,1,1,1,0,18,1,1,1,0,0.527203,1.159023,2,1.380329,0.901308,78
11428,"McHenry, Patrick",20522,118,2023,NC,10,0,2004,0,73,1,0,14,0,0,0,0,5329,0,1,1,0,1,0,0,0,0,0,10,228,16,200,"McHENRY, Patrick T.",M001156,1975,,0,0,0,0,0,19,5,6,3,1,2,1,2,2,1,3.623960,0,0,0,0,0,19,5,6,3,1,2,1,2,2,1,2.619593,2.450697,1.068917,2,21,5,6,8,2,21,5,6,8,2,2.608174,1.389463,2,0.656774,0.571986,25
11429,"McMorris Rodgers, Cathy",20535,118,2023,WA,5,0,2004,1,60,0,0,10,0,0,0,0,3600,0,1,1,0,1,0,0,0,0,0,10,228,2,200,"McMORRIS RODGERS, Cathy",M001159,1969,,0,0,0,0,0,27,12,11,3,1,6,2,6,5,1,5.690980,0,0,0,0,0,27,12,11,4,2,6,2,6,5,1,4.923799,2.450697,2.009142,3,33,9,14,17,3,33,8,14,17,2,2.608174,2.181979,3,0.556971,0.531663,4
11430,"McIver, LaMonica",22381,118,2023,NJ,10,1,2024,1,81,0,0,12,0,0,1,0,6561,0,0,0,0,0,0,0,1,1,1,1,220,217,100,"MCIVER, LaMonica",M001229,1986,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008654,0.521898,0.016581,1,1,0,0,0,0,1,0,0,0,0,0.497015,0.017411,1,,,217
11431,"Meeks, Gregory",29776,118,2023,NY,5,1,1998,0,75,0,0,26,0,0,1,0,5625,0,0,1,1,0,0,0,1,1,0,13,220,4,100,"MEEKS, Gregory W.",M001137,1953,,0,0,0,0,0,19,9,9,4,0,1,1,1,1,0,2.108214,0,0,0,0,0,19,9,9,4,0,1,1,1,1,0,1.990542,0.572420,3.477413,3,20,5,10,10,0,20,5,10,10,0,0.524881,4.016558,3,2.533375,1.901864,4
11432,"Menendez, Robert",22348,118,2023,NJ,8,1,2022,0,74,0,0,12,0,0,0,0,5476,0,0,0,0,0,0,0,1,1,1,1,220,158,100,"MENENDEZ, Robert",M001226,1985,,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0.221169,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0.217668,0.521898,0.417070,1,12,0,1,1,0,12,0,1,1,0,0.497015,0.444995,1,,,162
11433,"Meng, Grace",21342,118,2023,NY,6,1,2012,1,64,0,0,26,0,0,0,0,4096,1,0,1,1,0,0,0,1,1,0,6,220,126,100,"MENG, Grace",M001188,1975,,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0.300447,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0.300447,0.542949,0.553361,2,28,0,1,0,0,28,0,1,0,0,0.508626,0.590703,2,1.729239,1.220478,126
11434,"Meuser, Dan",21945,118,2023,PA,9,0,2018,0,69,0,0,17,0,1,0,0,4761,0,0,0,0,1,0,0,0,0,0,3,228,113,200,"MEUSER, Dan",M001204,1964,,1,1,1,1,1,27,5,5,2,0,0,0,0,0,0,1.190918,1,1,1,1,1,27,5,5,2,0,0,0,0,0,0,1.085220,1.464381,0.741078,2,28,3,6,6,1,28,3,6,6,1,1.482460,0.803339,2,0.559822,0.504774,123
11435,"Mfume, Kweisi",15433,118,2023,MD,7,1,2020,0,82,0,0,8,0,0,1,0,6724,0,0,0,0,0,0,0,1,1,0,7,220,59,100,"MFUME, Kweisi",M000687,1948,,5,2,2,2,2,9,1,1,1,0,0,0,0,0,0,0.623733,5,2,2,2,2,9,1,1,1,0,0,0,0,0,0,0.483427,0.547159,0.883521,2,14,3,3,3,2,14,3,3,3,2,0.510948,1.220736,2,0.107469,0.107469,92
11436,"Miller, Carol",21946,118,2023,WV,1,0,2018,1,67,1,0,2,0,0,0,0,4489,1,0,1,0,1,0,0,0,0,0,3,228,120,200,"MILLER, Carol",M001205,1950,,0,0,0,0,0,36,3,3,0,0,1,1,1,1,0,1.127435,0,0,0,0,0,36,3,3,0,0,1,1,1,1,0,1.083543,1.198235,0.904282,2,37,1,4,4,0,37,1,4,4,0,1.222612,0.922153,2,0.169688,0.169688,124
11437,"Miller, Mary",22138,118,2023,IL,15,0,2020,1,71,1,0,17,0,0,0,0,5041,0,0,0,0,1,0,0,1,0,0,2,228,172,200,"MILLER, Mary E.",M001211,1959,,0,0,0,0,0,19,0,0,0,0,1,1,1,1,0,0.628348,0,0,0,0,0,19,0,0,0,0,1,1,1,1,0,0.594959,1.194025,0.498280,1,20,1,1,1,0,20,1,1,1,0,1.220290,0.514917,2,0.065990,0.065990,177
11438,"Miller, Max",22349,118,2023,OH,7,0,2022,0,55,0,0,15,0,1,0,0,3025,0,0,0,0,1,0,0,0,0,1,1,228,167,200,"MILLER, Max",M001222,1988,,0,0,0,0,0,11,3,3,2,0,0,0,0,0,0,0.659136,0,0,0,0,0,11,3,3,2,0,0,0,0,0,0,0.622246,1.455961,0.427378,1,11,2,3,3,0,11,2,3,3,0,1.477816,0.446020,1,,,173
11439,"Miller-Meeks, Mariannette",22139,118,2023,IA,1,0,2020,1,53,0,0,4,0,0,0,0,2809,0,0,1,0,1,0,0,0,0,0,2,228,58,200,"MILLER-MEEKS, Mariannette",M001215,1955,,0,0,0,0,0,40,10,7,2,0,1,1,1,1,0,2.017753,0,0,0,0,0,40,10,7,2,0,1,1,1,1,0,1.933469,1.194025,1.619287,3,41,3,11,8,0,41,3,11,8,0,1.220290,1.653503,3,0.983507,1.066367,60
11440,"Mills, Cory",22350,118,2023,FL,7,0,2022,0,59,1,0,28,0,0,0,0,3481,0,0,0,0,1,0,0,0,0,1,1,228,181,200,"MILLS, Cory",M001216,1980,,1,1,1,1,1,10,2,2,1,0,0,0,0,0,0,0.585846,1,1,1,1,1,10,2,3,2,1,0,0,0,0,0,0.921385,1.189814,0.774394,2,11,3,3,4,2,11,2,3,3,1,1.217968,0.481003,1,,,144
11441,"Molinaro, Marcus",22351,118,2023,NY,19,0,2022,0,51,0,0,26,0,1,0,0,2601,0,0,1,1,1,0,0,0,0,1,1,228,14,200,"MOLINARO, Marcus",M001221,1975,,0,0,0,0,0,44,9,9,8,2,1,1,1,1,0,3.871304,0,0,0,0,0,44,9,11,10,4,1,1,1,1,0,3.951272,1.455961,2.713859,3,45,11,10,12,4,45,9,10,10,2,1.477816,2.619612,3,,,7
11442,"Moolenaar, John",21526,118,2023,MI,2,0,2014,0,64,0,0,13,0,0,0,0,4096,1,0,1,0,1,0,0,0,0,0,5,228,164,200,"MOOLENAAR, John",M001194,1961,,1,0,1,1,1,22,3,1,1,0,0,0,0,0,0,0.677024,1,0,1,1,1,22,3,1,1,0,0,0,0,0,0,0.598523,1.206655,0.496019,1,23,2,3,2,1,23,2,3,2,1,1.227256,0.551656,2,0.084844,0.084844,176
11443,"Mooney, Alex",21557,118,2023,WV,2,0,2014,0,66,1,0,2,0,0,0,0,4356,0,0,1,0,1,0,0,0,0,0,5,228,201,200,"MOONEY, Alex X.",M001195,1971,,0,0,0,0,0,27,0,1,1,0,0,0,0,0,0,0.398815,0,0,0,0,0,27,0,1,1,0,0,0,0,0,0,0.382121,1.206655,0.316678,1,27,1,0,1,0,27,1,0,1,0,1.227256,0.324965,1,0.124438,0.124438,206
11444,"Moore, Barry",22140,118,2023,AL,2,0,2020,0,69,1,0,7,0,0,0,0,4761,0,0,1,0,1,0,0,0,0,0,2,228,153,200,"MOORE, Barry",M001212,1966,,1,1,1,1,1,15,0,0,0,0,1,1,1,1,0,0.752406,1,1,1,1,1,15,0,0,0,0,1,1,1,1,0,0.657212,1.194025,0.550417,2,17,2,2,2,1,17,2,2,2,1,1.220290,0.616580,2,0.065990,0.400305,168
11445,"Moore, Blake",22141,118,2023,UT,1,0,2020,0,67,0,0,4,0,0,0,0,4489,1,0,0,0,1,0,0,0,0,0,2,228,108,200,"MOORE, Blake D.",M001213,1980,,1,1,1,1,0,25,8,5,2,0,0,0,0,0,0,1.235762,1,1,1,1,0,25,8,6,3,1,0,0,0,0,0,1.606072,1.194025,1.345091,2,26,4,9,7,1,26,3,9,6,0,1.220290,1.012679,2,1.596680,1.105005,81
11446,"Moore, Gwen",20537,118,2023,WI,4,1,2004,1,75,-1,0,8,0,0,1,0,5625,1,0,1,0,0,0,0,1,1,0,10,220,184,100,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0.147112,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0.147112,0.559790,0.262799,1,17,0,0,0,0,17,0,0,0,0,0.517914,0.284047,1,0.246990,0.915621,182
11447,"Moran, Nathaniel",22352,118,2023,TX,1,0,2022,0,78,1,1,38,0,0,0,0,6084,0,0,0,0,1,0,0,0,0,1,1,228,137,200,"MORAN, Nathaniel",M001224,1974,,0,0,0,0,0,17,2,2,1,0,1,1,1,1,0,0.951676,0,0,0,0,0,17,2,2,1,0,1,1,1,1,1,1.436229,1.189814,1.207104,2,18,2,3,3,1,18,2,3,3,0,1.217968,0.781364,2,,,93
11448,"Morelle, Joseph",21761,118,2023,NY,25,1,2018,0,54,0,0,26,0,0,0,0,2916,1,0,1,0,0,0,0,1,1,0,4,220,36,100,"MORELLE, Joseph D.",M001206,1957,,2,0,0,0,0,23,2,2,0,0,1,1,1,1,0,0.901074,2,0,0,0,0,23,2,2,0,0,1,1,1,1,0,0.860683,0.534528,1.610172,3,26,1,3,3,0,26,1,3,3,0,0.503981,1.787911,3,0.246990,0.246990,43
11449,"Moskowitz, Jared",22353,118,2023,FL,23,1,2022,0,52,0,0,28,0,0,0,0,2704,0,0,1,0,0,0,0,0,1,1,1,220,194,100,"MOSKOWITZ, Jared",M001217,1980,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.095190,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.095190,0.521898,0.182392,1,11,0,0,0,0,11,0,0,0,0,0.497015,0.191524,1,,,194
11450,"Moulton, Seth",21525,118,2023,MA,6,1,2014,0,63,0,0,9,0,0,0,0,3969,0,0,0,0,0,0,0,0,1,0,5,220,35,100,"MOULTON, Seth",M001196,1978,,0,0,0,0,0,10,1,2,1,1,0,0,0,0,0,0.930431,0,0,0,0,0,10,1,2,1,1,0,0,0,0,0,0.617901,0.538739,1.146941,2,10,1,1,2,1,10,1,1,2,1,0.506303,1.837695,3,0.276299,0.276299,73
11451,"Moylan, James",22373,118,2023,GU,0,0,2022,0,52,0,0,1,0,0,0,0,2704,0,0,0,0,1,0,0,0,0,1,1,228,189,200,"MOYLAN, James",M001219,1962,,0,0,0,0,0,26,2,1,1,0,0,0,0,0,0,0.506450,0,0,0,0,0,26,2,2,2,1,0,0,0,0,0,0.907296,1.189814,0.762553,2,26,2,2,2,1,26,1,2,1,0,1.217968,0.415815,1,,,146
11452,"Mrvan, Frank",22142,118,2023,IN,1,1,2020,0,53,0,0,9,0,0,0,0,2809,0,0,0,0,0,0,0,1,1,0,2,220,155,100,"MRVAN, Frank J.",M001214,1969,,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0.227391,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0.223890,0.526108,0.425559,1,6,0,2,1,0,6,0,2,1,0,0.499337,0.455386,1,3.540030,1.831483,159
11453,"Mullin, Kevin",22354,118,2023,CA,15,1,2022,0,55,0,0,52,0,0,0,0,3025,0,0,0,0,0,0,0,1,1,1,1,220,207,100,"MULLIN, Kevin",M001225,1970,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.051922,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.051922,0.521898,0.099487,1,6,0,0,0,0,6,0,0,0,0,0.497015,0.104468,1,,,207
11454,"Murphy, Gregory",21987,118,2023,NC,3,0,2019,0,67,0,0,14,0,0,0,0,4489,1,0,1,0,1,0,0,0,0,0,3,228,135,200,"MURPHY, Gregory Francis",M001210,1963,,0,0,0,0,0,30,7,5,0,0,0,0,0,0,0,0.962523,0,0,0,0,0,30,7,5,0,0,0,0,0,0,0,0.945017,1.198235,0.788675,2,30,0,7,5,0,30,0,7,5,0,1.222612,0.787268,2,0.632109,0.770016,142
11455,"Nadler, Jerrold",29377,118,2023,NY,12,1,1992,0,82,-1,0,26,0,0,0,0,6724,0,0,1,1,0,0,0,1,1,0,16,220,187,100,"NADLER, Jerrold Lewis",N000002,1947,,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.138459,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.138459,0.585051,0.236661,1,16,0,0,0,0,16,0,0,0,0,0.531847,0.260335,1,5.962725,4.070021,185
11456,"Napolitano, Grace",29903,118,2023,CA,31,1,1998,1,60,0,0,52,0,0,0,1,3600,0,0,1,1,0,0,0,1,1,0,13,220,163,100,"NAPOLITANO, Grace Flores",N000179,1936,,1,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0.205592,1,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0.202091,0.572420,0.353047,1,11,0,1,1,0,11,0,1,1,0,0.524881,0.391693,1,0.425464,0.744967,167
11457,"Neal, Richard",15616,118,2023,MA,1,1,1988,0,61,0,0,9,0,0,0,0,3721,1,0,0,0,0,0,0,1,1,0,18,220,211,100,"NEAL, Richard Edmund",N000015,1949,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.034615,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.034615,0.593471,0.058326,1,4,0,0,0,0,4,0,0,0,0,0.536492,0.064520,1,3.354791,2.273900,211
11458,"Neguse, Joe",21948,118,2023,CO,2,1,2018,0,70,0,0,8,0,0,1,0,4900,1,0,0,0,0,0,0,1,1,0,3,220,1,100,"NEGUSE, Joseph",N000191,1984,,1,0,0,0,0,101,8,7,4,3,0,0,0,0,0,3.863322,1,0,0,0,0,101,8,10,7,6,0,0,0,0,0,4.161660,0.530318,7.847476,3,102,7,8,10,6,102,4,8,7,3,0.501659,7.701089,3,5.598276,6.375651,2
