Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
11239,"Craig, Angie",21910,118,2023,MN,2,1,2018,1,51,0,1,8,0,0,0,0,2601,0,0,0,0,0,0,0,0,1,0,3,220,162,100,"CRAIG, Angela",C001119,1972,,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.207688,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.207688,0.530318,0.391629,1,24,0,0,0,0,24,0,0,0,0,0.501659,0.414002,1,2.594358,1.898490,166
11240,"Crane, Elijah",22311,118,2023,AZ,2,0,2022,0,54,1,-1,9,0,0,0,0,2916,0,0,0,0,1,0,0,1,0,1,1,228,123,200,"CRANE, Eli",C001132,1980,,2,0,0,0,0,15,8,5,2,0,0,0,0,0,0,1.106294,2,0,0,0,0,15,8,5,2,0,0,0,0,0,0,1.062402,1.189814,0.892914,2,17,2,8,5,0,17,2,8,5,0,1.217968,0.908312,2,,,126
11241,"Crawford, Eric",21106,118,2023,AR,1,0,2010,0,74,0,0,4,0,1,0,0,5476,0,0,0,0,1,0,0,0,0,0,7,228,162,200,"CRAWFORD, Rick",C001087,1966,,0,0,0,0,0,20,4,3,1,0,0,0,0,0,0,0.689178,0,0,0,0,0,20,4,3,1,0,0,0,0,0,0,0.665481,1.481222,0.449278,1,20,1,4,3,0,20,1,4,3,0,1.491749,0.461993,1,0.131979,0.131979,166
11242,"Crenshaw, Daniel",21911,118,2023,TX,2,0,2018,0,66,0,0,38,0,0,0,0,4356,0,0,0,0,1,0,0,0,0,0,3,228,140,200,"CRENSHAW, Daniel",C001120,1984,,0,0,0,0,0,23,3,3,1,0,1,1,1,0,0,0.908952,0,0,0,0,0,23,3,3,1,0,1,1,1,0,0,0.878253,1.198235,0.732956,2,24,1,4,4,0,24,1,4,4,0,1.222612,0.743451,2,0.216823,0.551139,150
11243,"Crockett, Jasmine",22312,118,2023,TX,30,1,2022,1,75,-1,0,38,0,0,1,0,5625,0,0,1,0,0,0,0,1,1,1,1,220,152,100,"CROCKETT, Jasmine",C001130,1981,,1,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0.240207,1,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0.236706,0.521898,0.453548,1,15,0,1,1,0,15,0,1,1,0,0.497015,0.483300,1,,,155
11244,"Crow, Jason",21912,118,2023,CO,6,1,2018,0,61,0,0,8,0,0,0,0,3721,0,0,0,0,0,0,0,1,1,0,3,220,98,100,"CROW, Jason",C001121,1979,,0,0,0,0,0,30,1,1,0,0,0,0,0,0,0,0.376935,0,0,0,0,0,30,1,2,1,1,0,0,0,0,0,0.790975,0.530318,1.491509,2,30,1,1,2,1,30,0,1,1,0,0.501659,0.751377,2,2.523614,4.519795,52
11245,"Cuellar, Henry",20533,118,2023,TX,28,1,2004,0,57,0,1,38,0,0,0,1,3249,1,0,1,0,0,0,0,0,1,0,10,220,102,100,"CUELLAR, Henry",C001063,1955,,1,1,1,1,1,10,1,1,0,0,0,0,0,0,0,0.362535,1,1,1,1,1,10,1,1,0,0,0,0,0,0,0,0.297228,0.559790,0.530964,2,11,1,2,2,1,11,1,2,2,1,0.517914,0.699991,2,0.189569,0.189569,129
11246,"Curtis, John",21755,118,2023,UT,3,0,2017,0,64,0,0,4,0,0,0,0,4096,0,0,0,0,1,0,0,0,0,0,4,228,5,200,"CURTIS, John R.",C001114,1960,,0,0,0,0,0,47,13,9,6,3,1,1,1,1,0,4.479274,0,0,0,0,0,47,13,11,8,5,1,1,1,1,0,4.293294,1.202445,3.570470,3,48,9,14,12,5,48,7,14,10,3,1.224934,3.656747,3,0.849256,1.613401,5
11247,"D'Esposito, Anthony",22313,118,2023,NY,4,0,2022,0,52,0,0,26,0,1,0,1,2704,0,0,0,0,1,0,0,0,0,1,1,228,70,200,"D'ESPOSITO, Anthony",D000632,1982,,0,0,0,0,0,22,6,5,4,0,1,1,1,1,0,1.723019,0,0,0,0,0,22,6,5,4,0,1,1,1,1,0,1.619352,1.455961,1.112222,2,23,5,7,6,0,23,5,7,6,0,1.477816,1.165923,2,,,80
11248,"Davids, Sharice",21914,118,2023,KS,3,1,2018,1,55,0,0,4,0,0,0,0,3025,0,0,0,0,0,0,0,0,1,0,3,220,26,100,"DAVIDS, Sharice",D000629,1980,,0,0,0,0,0,12,3,3,1,0,1,1,1,1,0,1.025732,0,0,0,0,0,12,3,3,1,0,1,1,1,1,0,0.968647,0.530318,1.826539,3,13,2,4,4,0,13,2,4,4,0,0.501659,2.044680,3,1.215968,1.105872,35
11249,"Davidson, Warren",21564,118,2023,OH,8,0,2016,0,65,1,0,15,0,1,0,0,4225,0,0,0,0,1,0,0,0,0,0,5,228,61,200,"DAVIDSON, Warren",D000626,1970,,0,0,0,0,0,35,5,5,1,0,2,2,2,2,0,1.923345,0,0,0,0,0,35,5,5,1,0,2,2,2,2,0,1.825868,1.472802,1.239725,2,37,3,7,7,0,37,3,7,7,0,1.487105,1.293348,2,0.188542,0.188542,69
11250,"Davis, Danny",29717,118,2023,IL,7,1,1996,0,100,0,0,17,0,0,1,0,10000,1,0,0,0,0,0,0,1,1,0,14,220,138,100,"DAVIS, Danny K.",D000096,1941,,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0.276917,5,0,0,0,0,31,0,1,1,1,0,0,0,0,0,0.694458,0.576631,1.204338,2,36,1,0,1,1,36,0,0,0,0,0.527203,0.525257,2,1.136163,2.372532,62
11251,"Davis, Donald",22314,118,2023,NC,1,1,2022,0,52,0,1,14,0,0,1,0,2704,0,0,1,0,0,0,0,0,1,1,1,220,50,100,"DAVIS, Don",D000230,1971,,2,1,1,1,1,22,3,2,1,0,0,0,0,0,0,0.749564,2,1,1,1,1,22,3,2,1,0,0,0,0,0,0,0.667563,0.521898,1.279106,2,24,2,4,3,1,24,2,4,3,1,0.497015,1.508133,3,,,67
11252,"De La Cruz, Monica",22315,118,2023,TX,15,0,2022,1,53,0,0,38,0,0,0,1,2809,0,0,0,0,1,0,0,0,0,1,1,228,90,200,"DE LA CRUZ, Monica",D000594,1974,,2,0,0,0,0,26,3,3,3,1,0,0,0,0,0,1.459791,2,0,0,0,0,26,3,3,3,1,0,0,0,0,0,1.117374,1.189814,0.939116,2,28,3,3,3,1,28,3,3,3,1,1.217968,1.198547,2,,,119
11253,"DeGette, Diana",29710,118,2023,CO,1,1,1996,1,80,0,0,8,0,0,0,0,6400,0,0,1,0,0,0,0,1,1,0,14,220,161,100,"DeGETTE, Diana",D000197,1957,,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0.211478,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0.211478,0.576631,0.366748,1,11,0,2,0,0,11,0,2,0,0,0.527203,0.401133,1,0.483378,0.428330,164
11254,"DeLauro, Rosa",29109,118,2023,CT,3,1,1990,1,57,0,0,5,0,0,0,0,3249,1,0,0,0,0,0,0,1,1,0,17,220,117,100,"DeLAURO, Rosa L.",D000216,1943,,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0.320185,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0.320185,0.589261,0.543368,2,37,0,0,0,0,37,0,0,0,0,0.534169,0.599408,2,10.282147,5.652648,121
11255,"DeSaulnier, Mark",21504,118,2023,CA,10,1,2014,0,79,-1,0,52,0,0,0,0,6241,0,0,1,1,0,0,0,1,1,0,5,220,116,100,"DESAULNIER, Mark James",D000623,1952,,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0.320185,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0.320185,0.538739,0.594324,2,37,0,0,0,0,37,0,0,0,0,0.506303,0.632398,2,1.274674,1.439407,120
11256,"Dean, Madeleine",21915,118,2023,PA,4,1,2018,1,61,0,0,17,0,0,0,0,3721,0,0,1,0,0,0,0,1,1,0,3,220,70,100,"DEAN, Madeleine",D000631,1959,,1,0,0,0,0,24,2,2,1,0,0,0,0,0,0,0.550054,1,0,0,0,0,24,2,2,1,0,0,0,0,0,0,0.529858,0.530318,0.999133,2,25,1,2,2,0,25,1,2,2,0,0.501659,1.096470,2,1.959733,1.692716,88
11257,"Delbene, Suzan",31101,118,2023,WA,1,1,2012,1,63,0,0,10,0,0,0,0,3969,1,0,0,0,0,0,1,0,1,0,6,220,142,100,"DelBENE, Suzan K.",D000617,1962,,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0.264437,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0.260936,0.542949,0.480591,1,17,0,1,1,0,17,0,1,1,0,0.508626,0.519906,2,1.986366,1.422557,145
11258,"Deluzio, Christopher",22316,118,2023,PA,17,1,2022,0,53,0,0,17,0,0,0,0,2809,0,0,0,0,0,0,0,0,1,1,1,220,127,100,"DELUZIO, Chris",D000530,1984,,1,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0.299746,1,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0.299746,0.521898,0.574338,2,22,0,2,0,0,22,0,2,0,0,0.497015,0.603092,2,,,127
11259,"DesJarlais, Scott",21179,118,2023,TN,4,0,2010,0,71,1,0,9,0,0,0,0,5041,0,0,0,0,1,0,0,0,0,0,7,228,227,200,"DESJARLAIS, Scott",D000616,1964,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.034615,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.034615,1.215076,0.028488,1,4,0,0,0,0,4,0,0,0,0,1.231901,0.028099,1,0.086729,0.086729,227
11260,"Diaz-Balart, Mario",20316,118,2023,FL,26,0,2002,0,71,0,0,28,0,1,0,1,5041,1,0,1,0,1,0,0,0,0,0,11,228,122,200,"DIAZ-BALART, Mario",D000600,1961,,1,0,0,0,0,8,0,0,0,0,3,0,3,3,0,1.113880,1,0,0,0,0,8,0,0,0,0,3,0,3,3,1,1.551851,1.498063,1.035905,2,12,3,0,3,1,12,3,0,3,0,1.501038,0.742073,2,0.105584,0.105584,84
11261,"Dingell, Debbie",21529,118,2023,MI,6,1,2014,1,66,0,0,13,0,0,0,0,4356,0,0,0,0,0,0,0,1,1,0,5,220,79,100,"DINGELL, Debbie",D000624,1953,,0,0,0,0,0,44,1,1,0,0,0,0,0,0,0,0.498086,0,0,0,0,0,44,1,1,0,0,0,0,0,0,0,0.494585,0.538739,0.918042,2,44,0,1,1,0,44,0,1,1,0,0.506303,0.983770,2,2.540955,1.947406,90
11262,"Doggett, Lloyd",29571,118,2023,TX,37,1,1994,0,77,0,0,38,0,0,0,0,5929,1,0,1,0,0,0,0,1,1,0,15,220,129,100,"DOGGETT, Lloyd Alton, II",D000399,1946,,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0.299052,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0.295551,0.580841,0.508833,2,21,0,1,1,0,21,0,1,1,0,0.529525,0.564755,2,2.136411,1.191016,132
11263,"Donalds, Byron",22111,118,2023,FL,19,0,2020,0,68,1,0,28,0,0,1,0,4624,0,0,1,0,1,0,0,0,0,0,2,228,31,200,"DONALDS, Byron",D000032,1978,,0,0,0,0,0,66,5,5,3,1,2,1,2,1,0,2.636724,0,0,0,0,0,66,5,5,3,1,2,1,2,1,0,2.246912,1.194025,1.881797,3,68,4,6,7,1,68,4,6,7,1,1.220290,2.160736,3,0.409522,0.396868,41
11264,"Duarte, John",22317,118,2023,CA,13,0,2022,0,50,0,0,52,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,1,1,228,180,200,"DUARTE, John",D000633,1966,,0,0,0,0,0,15,4,2,1,0,0,0,0,0,0,0.586728,0,0,0,0,0,15,4,2,1,0,0,0,0,0,0,0.566533,1.189814,0.476152,1,15,1,4,2,0,15,1,4,2,0,1.217968,0.481728,1,,,183
11265,"Duncan, Jeff",21174,118,2023,SC,3,0,2010,0,98,1,0,7,0,1,0,0,9604,0,0,1,0,1,0,0,1,0,0,7,228,66,200,"DUNCAN, Jeff",D000615,1966,,1,0,0,0,0,24,5,5,2,0,2,1,2,2,0,1.819582,1,0,0,0,0,24,5,5,2,0,2,1,2,2,0,1.708912,1.481222,1.153718,2,27,4,6,7,0,27,4,6,7,0,1.491749,1.219764,2,0.722676,0.540433,77
11266,"Dunn, Neal",21714,118,2023,FL,2,0,2016,0,60,1,0,28,0,0,0,0,3600,0,0,0,0,1,0,0,0,0,0,4,228,190,200,"DUNN, Neal Patrick",D000628,1953,,2,0,0,0,0,18,3,1,1,0,0,0,0,0,0,0.498826,2,0,0,0,0,18,3,1,1,0,0,0,0,0,0,0.482131,1.202445,0.400959,1,20,1,3,1,0,20,1,3,1,0,1.224934,0.407227,1,0.086729,0.421045,194
11267,"Edwards, Chuck",22318,118,2023,NC,11,0,2022,0,54,0,0,14,0,0,0,0,2916,0,0,1,0,1,0,0,0,0,1,1,228,126,200,"EDWARDS, Chuck",E000246,1960,,0,0,0,0,0,25,3,2,1,0,1,1,1,1,0,1.079049,0,0,0,0,0,25,3,3,3,2,1,1,1,1,0,1.804867,1.189814,1.516931,3,26,4,4,4,2,26,2,4,3,0,1.217968,0.885942,2,,,71
11268,"Ellzey, Jake",22160,118,2023,TX,6,0,2021,0,100,1,1,38,0,0,0,0,10000,1,0,1,0,1,0,0,0,0,0,2,228,214,200,"ELLZEY, Jake",E000071,1970,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0.240618,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0.223923,1.194025,0.187537,1,2,1,1,1,0,2,1,1,1,0,1.220290,0.197181,1,0.312445,0.450353,215
11269,"Emmer, Tom",21531,118,2023,MN,6,0,2014,0,62,0,0,8,0,0,0,0,3844,0,0,1,0,1,1,0,0,0,0,5,228,165,200,"EMMER, Thomas Earl II",E000294,1961,,0,0,0,0,0,11,1,1,0,0,1,1,1,1,0,0.676443,0,0,0,0,0,11,1,1,0,0,1,1,1,1,0,0.639553,1.206655,0.530022,2,12,1,2,2,0,12,1,2,2,0,1.227256,0.551184,2,0.627375,1.132665,170
11270,"Escobar, Veronica",21917,118,2023,TX,16,1,2018,1,63,0,0,38,0,0,0,1,3969,0,0,0,0,0,0,0,1,1,0,3,220,189,100,"ESCOBAR, Veronica",E000299,1969,,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.115959,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.115959,0.530318,0.218659,1,15,0,0,0,0,15,0,0,0,0,0.501659,0.231151,1,0.999835,1.404356,189
11271,"Eshoo, Anna",29312,118,2023,CA,16,1,1992,1,58,0,0,52,0,0,0,0,3364,0,0,0,0,0,0,0,1,1,0,16,220,32,100,"ESHOO, Anna Georges",E000215,1942,,0,0,0,0,0,28,3,4,3,0,0,0,0,0,0,0.971415,0,0,0,0,0,28,3,4,3,0,0,0,0,0,0,0.917830,0.585051,1.568804,3,28,3,3,4,0,28,3,3,4,0,0.531847,1.826491,3,1.698194,1.473571,38
11272,"Espaillat, Adriano",21715,118,2023,NY,13,1,2016,0,99,-1,0,26,0,0,1,0,9801,1,0,1,0,0,0,0,1,1,0,4,220,15,100,"ESPAILLAT, Adriano J.",E000297,1954,,1,0,0,0,0,39,1,2,2,1,0,0,0,0,0,1.289104,1,0,0,0,0,39,1,2,2,1,0,0,0,0,0,0.963380,0.534528,1.802299,3,40,2,1,2,1,40,2,1,2,1,0.503981,2.557841,3,0.759676,0.704628,36
11273,"Estes, Ron",21750,118,2023,KS,4,0,2017,0,63,1,0,4,0,0,0,0,3969,1,0,0,0,1,0,0,0,0,0,4,228,194,200,"ESTES, Ron",E000298,1956,,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0.473126,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0.462623,1.202445,0.384735,1,14,0,3,3,0,14,0,3,3,0,1.224934,0.386246,1,0.268116,0.589777,197
11274,"Evans, Dwight",21566,118,2023,PA,3,1,2016,0,95,0,0,17,0,0,1,0,9025,1,0,1,0,0,0,0,1,1,0,4,220,203,100,"EVANS, Dwight",E000296,1954,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.069229,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.069229,0.534528,0.129515,1,8,0,0,0,0,8,0,0,0,0,0.503981,0.137365,1,0.452994,0.744915,203
11275,"Ezell, Mike",22319,118,2023,MS,4,0,2022,0,73,1,0,4,0,0,0,0,5329,0,0,0,0,1,0,0,0,0,1,1,228,182,200,"EZELL, Mike",E000235,1959,,0,0,0,0,0,11,4,4,0,0,0,0,0,0,0,0.564490,0,0,0,0,0,11,4,4,0,0,0,0,0,0,0,0.550486,1.189814,0.462665,1,11,0,4,4,0,11,0,4,4,0,1.217968,0.463469,1,,,188
11276,"Fallon, Pat",22112,118,2023,TX,4,0,2020,0,67,1,0,38,0,1,0,0,4489,0,0,1,0,1,0,0,1,0,0,2,228,154,200,"FALLON, Pat",F000246,1967,,0,0,0,0,0,19,1,1,0,0,1,1,1,1,0,0.745673,0,0,0,0,0,19,1,2,1,1,1,1,1,1,0,1.126324,1.460171,0.771364,2,20,2,2,3,1,20,1,2,2,0,1.480138,0.503786,2,0.122552,0.456868,116
11277,"Feenstra, Randy",22113,118,2023,IA,4,0,2020,0,67,0,0,4,0,0,0,0,4489,1,0,1,0,1,0,0,0,0,0,2,228,88,200,"FEENSTRA, Randy",F000446,1969,,0,0,0,0,0,46,4,4,1,1,0,0,0,0,0,1.534757,0,0,0,0,0,46,4,5,2,2,0,0,0,0,0,1.632766,1.194025,1.367447,2,46,2,4,5,2,46,1,4,4,1,1.220290,1.257699,2,0.442539,0.400146,79
11278,"Ferguson, Drew",21717,118,2023,GA,3,0,2016,0,69,1,0,14,0,1,0,0,4761,1,0,0,0,1,0,0,0,0,0,4,228,170,200,"FERGUSON, Anderson Drew IV",F000465,1967,,2,1,1,1,1,15,2,2,1,0,0,0,0,0,0,0.630845,2,1,1,1,1,15,2,2,1,0,0,0,0,0,0,0.548843,1.468591,0.373721,1,17,2,3,3,1,17,2,3,3,1,1.484783,0.424873,1,0.256741,0.214347,189
11279,"Finstad, Brad",22167,118,2023,MN,1,0,2022,0,54,1,0,8,0,1,0,0,2916,0,0,1,0,1,0,0,0,0,0,2,228,160,200,"FINSTAD, Brad",F000475,1976,,2,0,0,0,0,27,0,0,0,0,1,1,1,1,0,0.701038,2,0,0,0,0,27,0,0,0,0,1,1,1,1,0,0.667650,1.460171,0.457241,1,30,1,1,1,0,30,1,1,1,0,1.480138,0.473630,1,0.000000,0.000000,165
11280,"Fischbach, Michelle",22114,118,2023,MN,7,0,2020,1,67,1,0,8,0,1,0,0,4489,1,0,1,0,1,0,0,0,0,0,2,228,116,200,"FISCHBACH, Michelle",F000470,1965,,1,1,1,1,1,15,4,3,0,0,1,1,1,1,0,1.162526,1,1,1,1,1,15,4,3,0,0,1,1,1,1,0,1.056828,1.460171,0.723770,2,17,2,6,5,1,17,2,6,5,1,1.480138,0.785417,2,0.951752,0.706128,127
11281,"Fitzgerald, Scott",22115,118,2023,WI,5,0,2020,0,64,1,0,8,0,0,0,0,4096,0,0,1,0,1,0,0,0,0,0,2,228,49,200,"FITZGERALD, Scott",F000471,1963,,1,1,1,1,1,22,7,6,1,0,2,2,2,2,0,2.144990,1,1,1,1,1,22,7,6,1,0,2,2,2,2,0,1.982206,1.194025,1.660105,3,25,4,10,9,1,25,4,10,9,1,1.220290,1.757771,3,0.578676,0.523628,54
11282,"Fitzpatrick, Brian",21718,118,2023,PA,1,0,2016,0,55,0,0,17,0,1,0,0,3025,1,0,0,0,1,0,0,0,0,0,4,228,110,200,"FITZPATRICK, Brian K.",F000466,1973,,2,1,1,1,1,53,5,5,0,0,1,0,0,0,0,1.222981,2,1,1,1,1,53,5,5,0,0,1,0,1,1,1,1.978751,1.468591,1.347380,2,56,2,6,7,2,56,1,6,6,1,1.484783,0.823677,2,0.179115,0.513431,55
11283,"Fleischmann, Charles",21178,118,2023,TN,3,0,2010,0,68,0,0,9,0,1,0,0,4624,1,0,0,0,1,0,0,0,0,0,7,228,161,200,"FLEISCHMANN, Chuck",F000459,1962,,1,0,0,0,0,5,0,1,1,0,2,0,2,1,0,0.693475,1,0,0,0,0,5,0,1,1,0,2,0,2,1,1,1.174527,1.481222,0.792945,2,8,2,0,3,1,8,2,0,3,0,1.491749,0.464873,1,0.319987,0.277593,114
11284,"Fletcher, Lizzie",21919,118,2023,TX,7,1,2018,1,64,0,1,38,0,0,0,0,4096,0,0,0,0,0,0,0,1,1,0,3,220,199,100,"FLETCHER, Elizabeth",F000468,1975,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.086537,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.086537,0.530318,0.163179,1,10,0,0,0,0,10,0,0,0,0,0.501659,0.172501,1,1.971220,1.377671,199
11285,"Flood, Mike",22166,118,2023,NE,1,0,2022,0,58,0,1,3,0,0,0,0,3364,0,0,1,0,1,0,0,0,0,0,2,228,150,200,"FLOOD, Mike",F000474,1975,,0,0,0,0,0,15,1,1,1,0,1,1,1,1,0,0.817043,0,0,0,0,0,15,1,1,1,0,1,1,1,1,0,0.766960,1.194025,0.642332,2,16,2,2,2,0,16,2,2,2,0,1.220290,0.669549,2,0.009427,0.009427,160
11286,"Fong, Vince",22378,118,2023,CA,20,0,2024,0,61,0,1,52,0,0,0,0,3721,0,0,1,1,1,0,0,0,0,1,1,228,218,200,"FONG, Vince",F000480,1979,,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0.201430,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0.197929,1.189814,0.166353,1,3,0,2,1,0,3,0,2,1,0,1.217968,0.165382,1,,,217
11287,"Foster, Bill",20749,118,2023,IL,11,1,2012,0,56,0,0,17,0,0,0,0,3136,0,0,0,0,0,0,0,0,1,0,6,220,103,100,"FOSTER, Bill",F000454,1955,,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0.359628,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0.356126,0.542949,0.655911,2,28,0,1,1,0,28,0,1,1,0,0.508626,0.707057,2,1.158337,1.357241,111
11288,"Foushee, Valerie",22320,118,2023,NC,4,1,2022,1,67,-1,0,14,0,0,1,0,4489,0,0,1,0,0,0,0,1,1,1,1,220,175,100,"FOUSHEE, Valerie",F000477,1956,,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0.160593,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0.157092,0.521898,0.301002,1,5,0,1,1,0,5,0,1,1,0,0.497015,0.323116,1,,,175
11289,"Foxx, Virginia",20521,118,2023,NC,5,0,2004,1,63,1,0,14,0,0,0,0,3969,0,1,1,0,1,0,0,0,0,0,10,228,131,200,"FOXX, Virginia Ann",F000450,1943,,0,0,0,0,0,19,5,6,2,0,0,0,0,0,0,1.022196,0,0,0,0,0,19,5,6,2,0,0,0,0,0,0,0.974803,2.450697,0.397766,1,19,2,5,6,0,19,2,5,6,0,2.608174,0.391920,1,1.148537,0.639769,138
11290,"Frankel, Lois",21321,118,2023,FL,22,1,2012,1,55,0,0,28,0,0,0,0,3025,1,0,1,0,0,0,0,1,1,0,6,220,169,100,"FRANKEL, Lois",F000462,1948,,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0.193288,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0.131482,0.542949,0.242163,1,5,1,1,1,1,5,1,1,1,1,0.508626,0.380020,1,0.464273,0.466547,187
11291,"Franklin, C. Scott",22116,118,2023,FL,18,0,2020,0,75,1,0,28,0,0,0,0,5625,1,0,0,0,1,0,0,0,0,0,2,228,149,200,"FRANKLIN, C. Scott",F000472,1964,,1,1,1,1,1,20,4,3,1,0,0,0,0,0,0,0.847851,1,1,1,1,1,20,4,3,1,0,0,0,0,0,0,0.762349,1.194025,0.638470,2,21,2,5,4,1,21,2,5,4,1,1.220290,0.694795,2,0.248020,0.163225,161
11292,"Frost, Maxwell",22321,118,2023,FL,10,1,2022,0,59,0,-1,28,0,0,1,1,3481,0,0,0,0,0,0,0,1,1,1,1,220,136,100,"FROST, Maxwell",F000476,1997,,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0.281745,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0.278243,0.521898,0.533138,2,19,0,1,1,0,19,0,1,1,0,0.497015,0.566874,2,,,139
11293,"Fry, Russell",22322,118,2023,SC,7,0,2022,0,65,1,0,7,0,0,0,0,4225,0,0,1,0,1,0,0,0,0,1,1,228,72,200,"FRY, Russell",F000478,1985,,1,1,1,1,1,7,3,3,1,1,1,1,1,1,0,1.702541,1,1,1,1,1,7,3,3,1,1,1,1,1,1,0,1.291315,1.189814,1.085308,2,9,3,5,5,2,9,3,5,5,2,1.217968,1.397854,2,,,105
